Ref,Val,Package,PosX,PosY,Rot,Side
"D222","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",167.500000,-36.350000,0.000000,top
"D223","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",172.500000,-36.350000,0.000000,top
"D224","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",177.500000,-36.350000,0.000000,top
"D225","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",22.500000,-41.350000,0.000000,top
"D226","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",27.500000,-41.350000,0.000000,top
"D227","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",32.500000,-41.350000,0.000000,top
"D228","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",37.500000,-41.350000,0.000000,top
"D229","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",42.500000,-41.350000,0.000000,top
"D230","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",47.500000,-41.350000,0.000000,top
"D231","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",52.500000,-41.350000,0.000000,top
"D232","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",57.500000,-41.350000,0.000000,top
"D233","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",62.500000,-41.350000,0.000000,top
"D234","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",67.500000,-41.350000,0.000000,top
"D235","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",72.500000,-41.350000,0.000000,top
"D236","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",77.500000,-41.350000,0.000000,top
"D237","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",82.500000,-41.350000,0.000000,top
"D238","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",87.500000,-41.350000,0.000000,top
"D239","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",92.500000,-41.350000,0.000000,top
"D240","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",97.500000,-41.350000,0.000000,top
"D241","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",102.500000,-41.350000,0.000000,top
"D242","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",107.500000,-41.350000,0.000000,top
"D243","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",112.500000,-41.350000,0.000000,top
"D244","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",117.500000,-41.350000,0.000000,top
"D245","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",122.500000,-41.350000,0.000000,top
"D246","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",127.500000,-41.350000,0.000000,top
"D247","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",132.500000,-41.350000,0.000000,top
"D248","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",137.500000,-41.350000,0.000000,top
"D249","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",142.500000,-41.350000,0.000000,top
"D250","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",147.500000,-41.350000,0.000000,top
"D251","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",152.500000,-41.350000,0.000000,top
"D252","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",157.500000,-41.350000,0.000000,top
"D253","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",162.500000,-41.350000,0.000000,top
"D254","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",167.500000,-41.350000,0.000000,top
"D255","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",172.500000,-41.350000,0.000000,top
"D256","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",177.500000,-41.350000,0.000000,top
"D257","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",22.500000,-46.350000,0.000000,top
"D258","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",27.500000,-46.350000,0.000000,top
"D259","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",32.500000,-46.350000,0.000000,top
"D260","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",37.500000,-46.350000,0.000000,top
"D261","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",42.500000,-46.350000,0.000000,top
"D262","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",47.500000,-46.350000,0.000000,top
"D263","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",52.500000,-46.350000,0.000000,top
"D264","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",57.500000,-46.350000,0.000000,top
"D265","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",62.500000,-46.350000,0.000000,top
"D266","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",67.500000,-46.350000,0.000000,top
"D267","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",72.500000,-46.350000,0.000000,top
"D268","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",77.500000,-46.350000,0.000000,top
"D269","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",82.500000,-46.350000,0.000000,top
"D270","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",87.500000,-46.350000,0.000000,top
"D271","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",92.500000,-46.350000,0.000000,top
"D272","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",97.500000,-46.350000,0.000000,top
"D273","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",102.500000,-46.350000,0.000000,top
"D274","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",107.500000,-46.350000,0.000000,top
"D275","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",112.500000,-46.350000,0.000000,top
"D276","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",117.500000,-46.350000,0.000000,top
"D277","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",122.500000,-46.350000,0.000000,top
"D278","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",127.500000,-46.350000,0.000000,top
"D279","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",132.500000,-46.350000,0.000000,top
"D280","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",137.500000,-46.350000,0.000000,top
"D281","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",142.500000,-46.350000,0.000000,top
"D282","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",147.500000,-46.350000,0.000000,top
"D283","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",152.500000,-46.350000,0.000000,top
"D284","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",157.500000,-46.350000,0.000000,top
"D285","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",162.500000,-46.350000,0.000000,top
"D286","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",167.500000,-46.350000,0.000000,top
"D287","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",172.500000,-46.350000,0.000000,top
"D288","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",177.500000,-46.350000,0.000000,top
"D289","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",22.500000,-51.350000,0.000000,top
"D290","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",27.500000,-51.350000,0.000000,top
"D291","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",32.500000,-51.350000,0.000000,top
"D292","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",37.500000,-51.350000,0.000000,top
"D293","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",42.500000,-51.350000,0.000000,top
"D294","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",47.500000,-51.350000,0.000000,top
"D295","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",52.500000,-51.350000,0.000000,top
"D296","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",57.500000,-51.350000,0.000000,top
"D297","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",62.500000,-51.350000,0.000000,top
"D298","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",67.500000,-51.350000,0.000000,top
"D299","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",72.500000,-51.350000,0.000000,top
"D300","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",77.500000,-51.350000,0.000000,top
"D301","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",82.500000,-51.350000,0.000000,top
"D302","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",87.500000,-51.350000,0.000000,top
"D303","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",92.500000,-51.350000,0.000000,top
"D304","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",97.500000,-51.350000,0.000000,top
"D305","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",102.500000,-51.350000,0.000000,top
"D306","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",107.500000,-51.350000,0.000000,top
"D307","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",112.500000,-51.350000,0.000000,top
"D308","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",117.500000,-51.350000,0.000000,top
"D309","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",122.500000,-51.350000,0.000000,top
"D310","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",127.500000,-51.350000,0.000000,top
"D311","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",132.500000,-51.350000,0.000000,top
"D312","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",137.500000,-51.350000,0.000000,top
"D313","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",142.500000,-51.350000,0.000000,top
"D314","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",147.500000,-51.350000,0.000000,top
"D315","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",152.500000,-51.350000,0.000000,top
"D316","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",157.500000,-51.350000,0.000000,top
"D317","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",162.500000,-51.350000,0.000000,top
"D318","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",167.500000,-51.350000,0.000000,top
"D319","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",172.500000,-51.350000,0.000000,top
"D320","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",177.500000,-51.350000,0.000000,top
"D321","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",22.500000,-56.350000,0.000000,top
"D322","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",27.500000,-56.350000,0.000000,top
"D323","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",32.500000,-56.350000,0.000000,top
"D324","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",37.500000,-56.350000,0.000000,top
"D325","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",42.500000,-56.350000,0.000000,top
"D326","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",47.500000,-56.350000,0.000000,top
"D327","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",52.500000,-56.350000,0.000000,top
"D328","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",57.500000,-56.350000,0.000000,top
"D329","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",62.500000,-56.350000,0.000000,top
"D330","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",67.500000,-56.350000,0.000000,top
"D331","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",72.500000,-56.350000,0.000000,top
"D332","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",77.500000,-56.350000,0.000000,top
"D333","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",82.500000,-56.350000,0.000000,top
"D334","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",87.500000,-56.350000,0.000000,top
"D335","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",92.500000,-56.350000,0.000000,top
"D336","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",97.500000,-56.350000,0.000000,top
"D337","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",102.500000,-56.350000,0.000000,top
"D338","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",107.500000,-56.350000,0.000000,top
"D339","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",112.500000,-56.350000,0.000000,top
"D340","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",117.500000,-56.350000,0.000000,top
"D341","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",122.500000,-56.350000,0.000000,top
"D342","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",127.500000,-56.350000,0.000000,top
"D343","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",132.500000,-56.350000,0.000000,top
"D344","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",137.500000,-56.350000,0.000000,top
"D345","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",142.500000,-56.350000,0.000000,top
"D346","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",147.500000,-56.350000,0.000000,top
"D347","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",152.500000,-56.350000,0.000000,top
"D348","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",157.500000,-56.350000,0.000000,top
"D349","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",162.500000,-56.350000,0.000000,top
"D350","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",167.500000,-56.350000,0.000000,top
"D351","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",172.500000,-56.350000,0.000000,top
"D352","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",177.500000,-56.350000,0.000000,top
"D353","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",22.500000,-61.350000,0.000000,top
"D354","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",27.500000,-61.350000,0.000000,top
"D355","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",32.500000,-61.350000,0.000000,top
"D356","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",37.500000,-61.350000,0.000000,top
"D357","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",42.500000,-61.350000,0.000000,top
"D358","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",47.500000,-61.350000,0.000000,top
"D359","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",52.500000,-61.350000,0.000000,top
"D360","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",57.500000,-61.350000,0.000000,top
"D361","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",62.500000,-61.350000,0.000000,top
"D362","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",67.500000,-61.350000,0.000000,top
"D363","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",72.500000,-61.350000,0.000000,top
"D364","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",77.500000,-61.350000,0.000000,top
"D365","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",82.500000,-61.350000,0.000000,top
"D366","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",87.500000,-61.350000,0.000000,top
"D367","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",92.500000,-61.350000,0.000000,top
"D368","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",97.500000,-61.350000,0.000000,top
"D369","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",102.500000,-61.350000,0.000000,top
"D370","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",107.500000,-61.350000,0.000000,top
"D371","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",112.500000,-61.350000,0.000000,top
"D372","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",117.500000,-61.350000,0.000000,top
"D373","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",122.500000,-61.350000,0.000000,top
"D374","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",127.500000,-61.350000,0.000000,top
"D375","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",132.500000,-61.350000,0.000000,top
"D376","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",137.500000,-61.350000,0.000000,top
"D377","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",142.500000,-61.350000,0.000000,top
"D378","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",147.500000,-61.350000,0.000000,top
"D379","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",152.500000,-61.350000,0.000000,top
"D380","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",157.500000,-61.350000,0.000000,top
"D381","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",162.500000,-61.350000,0.000000,top
"D382","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",167.500000,-61.350000,0.000000,top
"D383","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",172.500000,-61.350000,0.000000,top
"D384","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",177.500000,-61.350000,0.000000,top
"D385","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",22.500000,-66.350000,0.000000,top
"D386","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",27.500000,-66.350000,0.000000,top
"D387","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",32.500000,-66.350000,0.000000,top
"D388","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",37.500000,-66.350000,0.000000,top
"D389","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",42.500000,-66.350000,0.000000,top
"D390","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",47.500000,-66.350000,0.000000,top
"D391","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",52.500000,-66.350000,0.000000,top
"D392","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",57.500000,-66.350000,0.000000,top
"D393","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",62.500000,-66.350000,0.000000,top
"D394","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",67.500000,-66.350000,0.000000,top
"D395","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",72.500000,-66.350000,0.000000,top
"D396","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",77.500000,-66.350000,0.000000,top
"D397","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",82.500000,-66.350000,0.000000,top
"D398","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",87.500000,-66.350000,0.000000,top
"D399","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",92.500000,-66.350000,0.000000,top
"D400","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",97.500000,-66.350000,0.000000,top
"D401","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",102.500000,-66.350000,0.000000,top
"D402","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",107.500000,-66.350000,0.000000,top
"D403","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",112.500000,-66.350000,0.000000,top
"D404","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",117.500000,-66.350000,0.000000,top
"D405","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",122.500000,-66.350000,0.000000,top
"D406","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",127.500000,-66.350000,0.000000,top
"D407","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",132.500000,-66.350000,0.000000,top
"D408","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",137.500000,-66.350000,0.000000,top
"D409","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",142.500000,-66.350000,0.000000,top
"D410","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",147.500000,-66.350000,0.000000,top
"D411","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",152.500000,-66.350000,0.000000,top
"D412","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",157.500000,-66.350000,0.000000,top
"D413","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",162.500000,-66.350000,0.000000,top
"D414","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",167.500000,-66.350000,0.000000,top
"D415","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",172.500000,-66.350000,0.000000,top
"D416","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",177.500000,-66.350000,0.000000,top
"D417","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",22.500000,-71.350000,0.000000,top
"D418","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",27.500000,-71.350000,0.000000,top
"D419","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",32.500000,-71.350000,0.000000,top
"D420","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",37.500000,-71.350000,0.000000,top
"D421","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",42.500000,-71.350000,0.000000,top
"D422","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",47.500000,-71.350000,0.000000,top
"D423","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",52.500000,-71.350000,0.000000,top
"D424","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",57.500000,-71.350000,0.000000,top
"D425","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",62.500000,-71.350000,0.000000,top
"D426","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",67.500000,-71.350000,0.000000,top
"D427","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",72.500000,-71.350000,0.000000,top
"D428","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",77.500000,-71.350000,0.000000,top
"D429","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",82.500000,-71.350000,0.000000,top
"D430","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",87.500000,-71.350000,0.000000,top
"D431","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",92.500000,-71.350000,0.000000,top
"D432","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",97.500000,-71.350000,0.000000,top
"D433","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",102.500000,-71.350000,0.000000,top
"D434","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",107.500000,-71.350000,0.000000,top
"D435","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",112.500000,-71.350000,0.000000,top
"D436","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",117.500000,-71.350000,0.000000,top
"D437","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",122.500000,-71.350000,0.000000,top
"D438","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",127.500000,-71.350000,0.000000,top
"D439","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",132.500000,-71.350000,0.000000,top
"D440","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",137.500000,-71.350000,0.000000,top
"D441","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",142.500000,-71.350000,0.000000,top
"D442","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",147.500000,-71.350000,0.000000,top
"D443","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",152.500000,-71.350000,0.000000,top
"D444","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",157.500000,-71.350000,0.000000,top
"D445","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",162.500000,-71.350000,0.000000,top
"D446","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",167.500000,-71.350000,0.000000,top
"D447","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",172.500000,-71.350000,0.000000,top
"D448","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",177.500000,-71.350000,0.000000,top
"D449","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",22.500000,-76.350000,0.000000,top
"D450","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",27.500000,-76.350000,0.000000,top
"D451","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",32.500000,-76.350000,0.000000,top
"D452","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",37.500000,-76.350000,0.000000,top
"D453","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",42.500000,-76.350000,0.000000,top
"D454","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",47.500000,-76.350000,0.000000,top
"D455","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",52.500000,-76.350000,0.000000,top
"D456","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",57.500000,-76.350000,0.000000,top
"D457","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",62.500000,-76.350000,0.000000,top
"D458","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",67.500000,-76.350000,0.000000,top
"D459","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",72.500000,-76.350000,0.000000,top
"D460","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",77.500000,-76.350000,0.000000,top
"D461","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",82.500000,-76.350000,0.000000,top
"D462","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",87.500000,-76.350000,0.000000,top
"D463","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",92.500000,-76.350000,0.000000,top
"D464","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",97.500000,-76.350000,0.000000,top
"D465","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",102.500000,-76.350000,0.000000,top
"D466","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",107.500000,-76.350000,0.000000,top
"D467","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",112.500000,-76.350000,0.000000,top
"D468","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",117.500000,-76.350000,0.000000,top
"D469","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",122.500000,-76.350000,0.000000,top
"D470","LED","LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder",127.500000,-76.350000,0.000000,top
